CustomerID,State,Recency,Frequency,Monetary,ViewCount,CartCount,PurchaseCount,RFM_Segment,Churned,ChurnProbability,ChurnRisk,TopCategory,PrefPayment
305,Uttarakhand,54,8,251039,5,6,4,Loyal Customers,0,0.02,Low Risk,Books,UPI
306,Uttar Pradesh,154,3,132477,4,3,5,Lost,1,0.99,High Risk,Mobiles,COD
307,Maharashtra,73,4,93771,2,2,5,At Risk,0,0.01,Low Risk,Mobiles,Card
308,Rajasthan,16,6,150035,0,3,2,Champions,0,0.04,Low Risk,Books,NetBanking
309,Mizoram,123,11,619100,6,2,2,Lost,1,0.94,High Risk,Fashion,Card
310,Rajasthan,150,5,179482,3,0,4,Lost,1,0.94,High Risk,Home,UPI
311,West Bengal,183,6,187871,1,6,6,Lost,1,0.98,High Risk,Fashion,NetBanking
312,Odisha,18,4,29050,1,4,4,Loyal Customers,0,0.12,Low Risk,Books,NetBanking
313,Mizoram,356,3,181864,1,2,1,Lost,1,0.97,High Risk,Grocery,Card
314,Gujarat,172,8,440044,3,1,3,Lost,1,0.99,High Risk,Mobiles,NetBanking
315,West Bengal,136,5,124535,4,2,4,Lost,1,0.95,High Risk,Mobiles,Card
316,Chhattisgarh,11,5,62848,2,5,5,Champions,0,0.04,Low Risk,Home,UPI
317,Gujarat,120,7,287359,4,0,3,Lost,1,0.99,High Risk,Home,NetBanking
318,Punjab,161,3,146864,1,3,2,Lost,1,0.96,High Risk,Sports,UPI
319,Sikkim,19,8,354397,5,7,3,Champions,0,0.04,Low Risk,Books,Card
320,Rajasthan,86,8,372573,3,2,1,At Risk,0,0.04,Low Risk,Home,COD
321,Punjab,671,1,23049,3,3,4,Potential Loyalist,1,0.99,High Risk,Home,UPI
322,Tripura,20,8,199285,3,3,4,Champions,0,0.01,Low Risk,Books,NetBanking
323,Bihar,61,3,18045,1,2,4,At Risk,0,0.11,Low Risk,Sports,COD
324,Madhya Pradesh,29,8,339248,7,2,4,Champions,0,0.02,Low Risk,Books,NetBanking
325,Andhra Pradesh,29,4,172205,2,6,5,Loyal Customers,0,0.01,Low Risk,Books,UPI
326,Uttarakhand,24,4,135952,4,5,6,Loyal Customers,0,0.01,Low Risk,Fashion,NetBanking
327,Andhra Pradesh,338,4,94154,5,2,2,Lost,1,0.96,High Risk,Sports,COD
328,Uttar Pradesh,134,4,167554,3,2,1,Lost,1,0.97,High Risk,Sports,COD
329,Goa,321,7,279243,5,4,3,Lost,1,1.0,High Risk,Home,Card
330,Madhya Pradesh,96,7,215099,2,2,2,At Risk,1,0.98,High Risk,Books,Card
331,Mizoram,21,9,416481,1,3,1,Champions,0,0.01,Low Risk,Grocery,UPI
332,Sikkim,82,8,378546,1,5,2,At Risk,0,0.02,Low Risk,Books,NetBanking
333,Himachal Pradesh,20,3,82490,1,6,3,Loyal Customers,0,0.06,Low Risk,Home,COD
334,Uttar Pradesh,304,3,75929,1,3,4,Lost,1,0.98,High Risk,Books,NetBanking
335,Haryana,2,9,366010,2,3,4,Champions,0,0.01,Low Risk,Home,UPI
336,Uttarakhand,67,5,230410,4,3,2,At Risk,0,0.0,,Grocery,COD
337,Telangana,196,6,233353,3,3,2,Lost,1,0.98,High Risk,Home,COD
338,Arunachal Pradesh,135,10,450841,4,3,1,Lost,1,0.97,High Risk,Sports,UPI
339,Meghalaya,66,9,120431,2,3,1,At Risk,0,0.0,,Grocery,COD
340,Haryana,149,8,341995,4,6,6,Lost,1,1.0,High Risk,Mobiles,COD
341,Goa,256,4,330357,6,7,3,Lost,1,1.0,High Risk,Sports,Card
342,Arunachal Pradesh,25,11,298947,3,5,6,Champions,0,0.0,,Electronics,UPI
343,West Bengal,213,10,397537,3,4,2,Lost,1,0.98,High Risk,Home,NetBanking
344,Manipur,31,6,283784,3,3,4,Loyal Customers,0,0.01,Low Risk,Fashion,COD
345,Uttar Pradesh,15,4,155418,9,1,5,Loyal Customers,0,0.0,,Home,COD
346,Uttar Pradesh,155,5,162790,5,8,2,Lost,1,0.99,High Risk,Electronics,Card
347,Kerala,22,12,371049,3,3,2,Champions,0,0.0,,Grocery,Card
348,Tamil Nadu,87,5,188984,4,3,1,At Risk,0,0.16,Low Risk,Mobiles,COD
349,Andhra Pradesh,74,5,125643,6,3,7,At Risk,0,0.04,Low Risk,Electronics,NetBanking
350,Manipur,11,10,306962,3,5,7,Champions,0,0.0,,Fashion,Card
351,Madhya Pradesh,163,5,169331,7,3,2,Lost,1,0.98,High Risk,Mobiles,Card
352,Maharashtra,280,4,167083,2,2,5,Lost,1,1.0,High Risk,Sports,UPI
353,Mizoram,36,5,216570,4,4,1,Loyal Customers,0,0.02,Low Risk,Electronics,NetBanking
354,Nagaland,356,3,115530,0,3,1,Lost,1,0.93,High Risk,Home,UPI
355,Chhattisgarh,5,8,339279,2,6,5,Champions,0,0.02,Low Risk,Books,NetBanking
356,Uttarakhand,458,2,98400,3,1,2,Lost,1,0.99,High Risk,Grocery,Card
357,Kerala,190,4,116113,3,2,2,Lost,1,0.98,High Risk,Sports,NetBanking
358,West Bengal,64,7,158610,2,1,1,At Risk,0,0.01,Low Risk,Electronics,COD
359,Haryana,113,6,416437,7,4,2,At Risk,1,0.9,High Risk,Electronics,UPI
360,Mizoram,130,4,129556,3,2,1,Lost,1,1.0,High Risk,Sports,NetBanking
361,Manipur,8,6,208099,9,2,1,Champions,0,0.0,,Fashion,COD
362,Arunachal Pradesh,31,10,498088,4,5,5,Loyal Customers,0,0.0,,Mobiles,COD
363,Arunachal Pradesh,87,5,210076,6,4,6,At Risk,0,0.06,Low Risk,Home,Card
364,Andhra Pradesh,291,6,333903,2,4,6,Lost,1,0.96,High Risk,Electronics,COD
365,Nagaland,74,9,387492,1,4,6,At Risk,0,0.02,Low Risk,Mobiles,NetBanking
366,Odisha,148,5,266094,5,4,4,Lost,1,0.98,High Risk,Home,Card
367,Arunachal Pradesh,62,4,127235,6,5,5,At Risk,0,0.04,Low Risk,Electronics,UPI
368,Arunachal Pradesh,15,6,145697,4,1,4,Champions,0,0.0,,Mobiles,UPI
369,Jharkhand,196,4,99123,2,2,4,Lost,1,0.98,High Risk,Fashion,Card
370,Chhattisgarh,77,8,319492,5,5,7,At Risk,0,0.01,Low Risk,Mobiles,NetBanking
371,Himachal Pradesh,469,1,68556,3,4,5,Potential Loyalist,1,0.96,High Risk,Grocery,UPI
372,Mizoram,62,10,380401,2,4,2,At Risk,0,0.0,,Grocery,UPI
373,Uttarakhand,206,2,136789,3,4,1,Lost,1,0.98,High Risk,Mobiles,NetBanking
374,Tamil Nadu,10,7,208120,6,8,5,Champions,0,0.05,Low Risk,Electronics,UPI
375,Mizoram,118,7,218102,6,4,3,At Risk,1,0.99,High Risk,Fashion,Card
376,Rajasthan,129,7,133603,2,4,3,Lost,1,1.0,High Risk,Mobiles,UPI
377,Andhra Pradesh,248,10,284033,4,2,0,Lost,1,0.97,High Risk,Sports,Card
378,Arunachal Pradesh,350,7,260634,1,4,3,Lost,1,1.0,High Risk,Books,COD
379,Sikkim,59,7,252147,2,0,2,Loyal Customers,0,0.05,Low Risk,Mobiles,UPI
380,Assam,2,10,308189,3,4,3,Champions,0,0.0,,Fashion,Card
381,Karnataka,92,8,289340,6,2,3,At Risk,1,0.96,High Risk,Mobiles,NetBanking
382,Telangana,198,2,126924,2,5,6,Lost,1,0.98,High Risk,Books,NetBanking
383,Telangana,58,12,373646,4,2,1,Loyal Customers,0,0.0,,Mobiles,COD
384,Rajasthan,8,7,176622,6,4,3,Champions,0,0.0,,Books,Card
385,Gujarat,39,7,125041,5,4,1,Loyal Customers,0,0.02,Low Risk,Grocery,COD
386,Mizoram,167,7,420343,5,0,3,Lost,1,0.99,High Risk,Mobiles,Card
387,Uttarakhand,437,4,200719,5,2,5,Lost,1,0.97,High Risk,Books,NetBanking
388,Telangana,330,4,95426,3,5,4,Lost,1,0.99,High Risk,Mobiles,NetBanking
389,Punjab,75,6,203103,2,0,2,At Risk,0,0.01,Low Risk,Grocery,Card
390,Mizoram,13,8,216014,4,0,3,Champions,0,0.01,Low Risk,Books,NetBanking
391,Arunachal Pradesh,54,6,225363,5,2,4,Loyal Customers,0,0.02,Low Risk,Books,UPI
392,Jharkhand,52,3,140538,6,1,4,Loyal Customers,0,0.04,Low Risk,Mobiles,COD
393,West Bengal,141,4,102132,5,2,2,Lost,1,0.99,High Risk,Books,UPI
394,Maharashtra,151,3,84628,5,4,2,Lost,1,0.99,High Risk,Mobiles,UPI
395,Tamil Nadu,676,1,23340,4,3,2,Potential Loyalist,1,0.99,High Risk,Mobiles,Card
396,Andhra Pradesh,159,2,104469,3,2,3,Lost,1,0.99,High Risk,Mobiles,Card
397,Meghalaya,330,6,189420,3,5,7,Lost,1,1.0,High Risk,Fashion,UPI
398,Madhya Pradesh,194,6,181604,2,2,5,Lost,1,0.99,High Risk,Sports,NetBanking
399,Telangana,108,5,223390,1,3,8,At Risk,1,0.99,High Risk,Grocery,COD
400,Manipur,139,5,166317,2,3,4,Lost,1,1.0,High Risk,Fashion,Card
401,Telangana,261,5,171660,3,4,2,Lost,1,1.0,High Risk,Fashion,NetBanking
402,Andhra Pradesh,40,5,281194,1,3,3,Loyal Customers,0,0.05,Low Risk,Sports,COD
403,Chhattisgarh,38,7,269316,7,5,4,Loyal Customers,0,0.01,Low Risk,Electronics,UPI
404,Manipur,22,4,183755,4,3,4,Loyal Customers,0,0.01,Low Risk,Sports,COD
405,Tamil Nadu,580,1,49678,0,3,3,Potential Loyalist,1,0.99,High Risk,Mobiles,UPI
406,Karnataka,96,6,174807,3,4,2,At Risk,1,0.98,High Risk,Fashion,UPI
407,West Bengal,290,4,83907,2,2,3,Lost,1,0.98,High Risk,Books,Card
408,Sikkim,210,5,147996,5,2,1,Lost,1,0.98,High Risk,Mobiles,Card
409,Assam,92,8,236236,4,1,1,At Risk,1,0.96,High Risk,Books,UPI
410,Uttarakhand,26,8,255288,3,4,1,Champions,0,0.0,,Mobiles,NetBanking
411,Nagaland,86,6,153738,1,3,3,At Risk,0,0.06,Low Risk,Fashion,NetBanking
412,Haryana,95,13,434785,2,2,8,At Risk,1,0.87,High Risk,Electronics,Card
413,Meghalaya,195,5,163814,2,2,7,Lost,1,0.99,High Risk,Sports,UPI
414,Bihar,180,9,349220,4,2,6,Lost,1,0.99,High Risk,Books,Card
415,Bihar,151,6,114527,3,3,3,Lost,1,0.96,High Risk,Grocery,UPI
416,Chhattisgarh,184,5,251852,6,2,3,Lost,1,0.97,High Risk,Mobiles,NetBanking
417,Tamil Nadu,79,5,233793,3,4,2,At Risk,0,0.0,,Mobiles,Card
418,Telangana,113,4,189506,3,5,1,At Risk,1,1.0,High Risk,Mobiles,Card
419,Karnataka,22,5,138321,3,3,3,Champions,0,0.02,Low Risk,Books,UPI
420,Arunachal Pradesh,31,4,103895,7,2,6,Loyal Customers,0,0.08,Low Risk,Grocery,UPI
421,West Bengal,24,8,331784,3,8,1,Champions,0,0.04,Low Risk,Fashion,UPI
422,Assam,166,6,205929,5,2,4,Lost,1,0.99,High Risk,Mobiles,NetBanking
423,Sikkim,21,2,153105,2,2,1,New Customers,0,0.03,Low Risk,Electronics,NetBanking
424,Rajasthan,7,7,273185,4,1,4,Champions,0,0.01,Low Risk,Books,NetBanking
425,Himachal Pradesh,18,6,186778,1,4,3,Champions,0,0.02,Low Risk,Grocery,COD
426,Jharkhand,271,4,158199,1,5,3,Lost,1,0.97,High Risk,Sports,COD
427,Karnataka,364,6,213255,3,2,3,Lost,1,1.0,High Risk,Home,COD
428,Odisha,74,7,387887,4,5,1,At Risk,0,0.0,,Sports,NetBanking
429,Meghalaya,35,4,114372,6,5,5,Loyal Customers,0,0.02,Low Risk,Sports,Card
430,Nagaland,65,4,60911,3,1,3,At Risk,0,0.02,Low Risk,Home,Card
431,West Bengal,264,3,109819,2,8,3,Lost,1,0.99,High Risk,Books,NetBanking
432,Telangana,110,8,376902,4,5,2,At Risk,1,0.97,High Risk,Fashion,NetBanking
433,Tamil Nadu,194,5,334982,5,6,3,Lost,1,1.0,High Risk,Mobiles,Card
434,Gujarat,301,3,134475,3,5,2,Lost,1,0.99,High Risk,Fashion,Card
435,Bihar,24,3,198936,3,3,3,Loyal Customers,0,0.0,,Home,COD
436,Rajasthan,63,11,471404,3,1,5,At Risk,0,0.01,Low Risk,Electronics,Card
437,Uttarakhand,336,5,145240,1,2,3,Lost,1,1.0,High Risk,Books,Card
438,Tripura,14,10,381333,2,0,3,Champions,0,0.01,Low Risk,Home,UPI
439,Uttarakhand,144,5,118858,3,3,2,Lost,1,0.96,High Risk,Books,COD
440,Tripura,140,6,371485,4,3,6,Lost,1,0.98,High Risk,Books,COD
441,Telangana,148,4,88582,5,4,6,Lost,1,1.0,High Risk,Grocery,Card
442,Meghalaya,8,10,493235,5,0,4,Champions,0,0.02,Low Risk,Grocery,COD
443,Assam,132,4,108790,5,4,1,Lost,1,0.98,High Risk,Home,Card
444,Tripura,147,7,444606,3,6,5,Lost,1,1.0,High Risk,Home,UPI
445,Uttar Pradesh,209,5,263246,5,6,3,Lost,1,0.99,High Risk,Grocery,COD
446,Chhattisgarh,145,7,176720,4,3,2,Lost,1,1.0,High Risk,Fashion,NetBanking
447,Assam,29,8,248893,7,4,0,Champions,0,0.01,Low Risk,Grocery,NetBanking
448,Rajasthan,207,4,54348,3,1,5,Lost,1,0.99,High Risk,Mobiles,Card
449,West Bengal,51,9,273878,1,0,5,Loyal Customers,0,0.01,Low Risk,Fashion,UPI
450,Tamil Nadu,181,6,186104,1,2,3,Lost,1,0.99,High Risk,Fashion,COD
451,Tamil Nadu,154,6,132410,3,5,5,Lost,1,0.99,High Risk,Mobiles,COD
452,Chhattisgarh,8,11,434771,4,4,1,Champions,0,0.01,Low Risk,Grocery,UPI
453,Kerala,13,7,268196,2,1,3,Champions,0,0.01,Low Risk,Mobiles,Card
454,Odisha,40,8,404083,4,1,4,Loyal Customers,0,0.0,,Fashion,NetBanking
455,Goa,36,7,289892,8,4,5,Loyal Customers,0,0.0,,Sports,Card
456,Himachal Pradesh,144,3,117470,5,5,3,Lost,1,0.97,High Risk,Grocery,Card
458,Punjab,269,4,96890,3,2,5,Lost,1,0.99,High Risk,Books,NetBanking
459,Karnataka,313,10,370950,3,1,6,Lost,1,1.0,High Risk,Mobiles,NetBanking
460,Sikkim,126,4,138394,4,1,3,Lost,1,0.99,High Risk,Mobiles,UPI
461,Assam,252,7,304289,2,10,1,Lost,1,0.97,High Risk,Sports,UPI
462,Andhra Pradesh,257,7,272054,3,5,2,Lost,1,0.98,High Risk,Grocery,UPI
463,Gujarat,9,3,120642,2,3,0,Loyal Customers,0,0.0,,Home,COD
464,Manipur,201,8,231711,3,4,2,Lost,1,1.0,High Risk,Fashion,NetBanking
465,Himachal Pradesh,5,7,248806,5,5,4,Champions,0,0.0,,Home,UPI
466,Maharashtra,13,10,228770,1,3,6,Champions,0,0.0,,Mobiles,UPI
467,Kerala,74,6,346127,3,0,5,At Risk,0,0.01,Low Risk,Home,UPI
468,Andhra Pradesh,105,6,133980,9,1,2,At Risk,1,0.94,High Risk,Mobiles,COD
469,Madhya Pradesh,571,2,36987,4,0,5,Lost,1,0.99,High Risk,Sports,NetBanking
470,Uttar Pradesh,37,6,64103,4,3,3,Loyal Customers,0,0.04,Low Risk,Mobiles,Card
471,Himachal Pradesh,47,4,176988,4,2,4,Loyal Customers,0,0.03,Low Risk,Mobiles,UPI
472,Sikkim,18,6,187780,3,0,4,Champions,0,0.0,,Books,NetBanking
473,Punjab,46,13,518031,4,1,5,Loyal Customers,0,0.0,,Electronics,NetBanking
474,Punjab,187,9,476577,3,7,4,Lost,1,0.99,High Risk,Home,Card
475,Mizoram,37,10,329234,4,5,4,Loyal Customers,0,0.0,,Books,COD
476,Odisha,259,6,300581,2,1,3,Lost,1,1.0,High Risk,Home,COD
477,Chhattisgarh,86,3,125896,1,3,0,At Risk,0,0.22,Low Risk,Sports,UPI
478,Haryana,162,5,59505,4,3,3,Lost,1,0.97,High Risk,Books,Card
479,Manipur,8,7,184922,4,2,7,Champions,0,0.01,Low Risk,Books,Card
480,Tamil Nadu,5,5,113082,3,3,6,Champions,0,0.03,Low Risk,Electronics,NetBanking
481,Gujarat,360,5,111756,3,2,5,Lost,1,1.0,High Risk,Books,Card
482,Tripura,237,4,67501,0,2,3,Lost,1,0.99,High Risk,Sports,COD
483,Haryana,208,5,221178,3,2,6,Lost,1,0.98,High Risk,Home,UPI
484,Nagaland,50,7,245904,1,1,0,Loyal Customers,0,0.01,Low Risk,Sports,Card
485,Goa,25,5,218546,5,3,7,Champions,0,0.01,Low Risk,Fashion,COD
486,Assam,28,8,224316,8,3,5,Champions,0,0.0,,Books,NetBanking
487,Uttarakhand,170,9,311075,1,3,6,Lost,1,0.98,High Risk,Fashion,UPI
488,Tripura,53,9,388506,7,3,0,Loyal Customers,0,0.02,Low Risk,Home,NetBanking
489,Punjab,151,5,149907,3,5,6,Lost,1,0.99,High Risk,Mobiles,COD
490,Manipur,40,8,200009,3,1,4,Loyal Customers,0,0.01,Low Risk,Sports,Card
491,Madhya Pradesh,222,4,206718,3,3,5,Lost,1,0.98,High Risk,Books,NetBanking
492,Sikkim,23,9,423617,3,2,2,Champions,0,0.0,,Fashion,UPI
493,Assam,435,6,166254,3,2,3,Lost,1,0.98,High Risk,Mobiles,UPI
494,Madhya Pradesh,204,5,298487,3,2,2,Lost,1,1.0,High Risk,Books,UPI
495,Nagaland,459,2,54577,4,4,2,Lost,1,0.98,High Risk,Grocery,Card
496,Punjab,56,2,50021,4,4,5,Potential Loyalist,0,0.02,Low Risk,Sports,Card
497,Chhattisgarh,404,7,87850,1,2,1,Lost,1,0.98,High Risk,Electronics,NetBanking
498,Telangana,1,5,321506,7,3,3,Champions,0,0.02,Low Risk,Books,UPI
499,Gujarat,79,5,220995,5,5,2,At Risk,0,0.02,Low Risk,Electronics,NetBanking
500,Haryana,429,3,94674,1,1,4,Lost,1,1.0,High Risk,Sports,UPI
